manzent,predios_estrategicos,num_predios_estrategicos,tipo_control,num_combis_consideradas,num_combis_disponibles,num_predios_considerados,num_predios_disponibles
13110021003006,,0,sin_control,0,0,0,0
13110021003008,,0,sin_control,0,0,0,0
13110021003009,,0,sin_control,0,0,0,0
13110021003010,,0,sin_control,0,0,0,0
13110021003013,,0,sin_control,0,0,0,0
13110021004001,,0,sin_control,0,0,0,0
13110021004003,,0,sin_control,0,0,0,0
13110021004004,,0,sin_control,0,0,0,0
13110021004005,,0,sin_control,0,0,0,0
13110021004006,,0,sin_control,0,0,0,0
13110021004007,,0,sin_control,0,0,0,0
13110021004009,,0,sin_control,0,0,0,0
13110021004010,,0,sin_control,0,0,0,0
13110021004011,,0,sin_control,0,0,0,0
13110021004012,,0,sin_control,0,0,0,0
13110021006011,,0,sin_control,0,0,0,0
13110031001002,,0,sin_control,0,0,0,0
13110031001009,,0,sin_control,0,0,0,0
13110031002001,,0,sin_control,0,0,0,0
13110031003001,,0,sin_control,0,0,0,0
13110031003002,,0,sin_control,0,0,0,0
13110031003003,,0,sin_control,0,0,0,0
13110031003004,,0,sin_control,0,0,0,0
13110031003017,,0,sin_control,0,0,0,0
13110031003018,,0,sin_control,0,0,0,0
13110031003019,,0,sin_control,0,0,0,0
13110031003020,,0,sin_control,0,0,0,0
13110031004001,,0,sin_control,0,0,0,0
13110031004002,,0,sin_control,0,0,0,0
13110031004003,,0,sin_control,0,0,0,0
13110031004004,,0,sin_control,0,0,0,0
13110031004007,,0,sin_control,0,0,0,0
13110031004008,,0,sin_control,0,0,0,0
13110031004015,,0,sin_control,0,0,0,0
13110031004037,,0,sin_control,0,0,0,0
13110031005001,,0,sin_control,0,0,0,0
13110031005002,,0,sin_control,0,0,0,0
13110031005003,,0,sin_control,0,0,0,0
13110031005004,,0,sin_control,0,0,0,0
13110031005006,,0,sin_control,0,0,0,0
13110031005007,,0,sin_control,0,0,0,0
13110031005009,,0,sin_control,0,0,0,0
13110031005012,,0,sin_control,0,0,0,0
13110031006002,,0,sin_control,0,0,0,0
13110031006003,,0,sin_control,0,0,0,0
13110031006004,,0,sin_control,0,0,0,0
13110031006005,,0,sin_control,0,0,0,0
13110031006007,,0,sin_control,0,0,0,0
13110041001001,,0,sin_control,0,0,0,0
13110041001004,,0,sin_control,0,0,0,0
13110041001005,,0,sin_control,0,0,0,0
13110041001006,,0,sin_control,0,0,0,0
13110041001007,,0,sin_control,0,0,0,0
13110041001008,,0,sin_control,0,0,0,0
13110041001009,,0,sin_control,0,0,0,0
13110041001010,,0,sin_control,0,0,0,0
13110041002001,,0,sin_control,0,0,0,0
13110041002004,,0,sin_control,0,0,0,0
13110041002005,,0,sin_control,0,0,0,0
13110041002006,,0,sin_control,0,0,0,0
13110041002007,,0,sin_control,0,0,0,0
13110041002008,,0,sin_control,0,0,0,0
13110041002009,,0,sin_control,0,0,0,0
13110041002010,,0,sin_control,0,0,0,0
13110041002015,,0,sin_control,0,0,0,0
13110061001002,,0,sin_control,0,0,0,0
13110061001004,,0,sin_control,0,0,0,0
13110061001007,,0,sin_control,0,0,0,0
13110061001009,,0,sin_control,0,0,0,0
13110061001010,,0,sin_control,0,0,0,0
13110061001011,,0,sin_control,0,0,0,0
13110061001012,,0,sin_control,0,0,0,0
13110061001014,,0,sin_control,0,0,0,0
13110061001015,,0,sin_control,0,0,0,0
13110061001017,,0,sin_control,0,0,0,0
13110061001018,,0,sin_control,0,0,0,0
13110061001020,,0,sin_control,0,0,0,0
13110061001021,,0,sin_control,0,0,0,0
13110061002040,,0,sin_control,0,0,0,0
13110061002041,,0,sin_control,0,0,0,0
13110061004003,,0,sin_control,0,0,0,0
13110061004005,,0,sin_control,0,0,0,0
13110061004006,,0,sin_control,0,0,0,0
13110061006001,,0,sin_control,0,0,0,0
13110061006002,,0,sin_control,0,0,0,0
13110061006003,,0,sin_control,0,0,0,0
13110071004012,,0,sin_control,0,0,0,0
13110071004033,,0,sin_control,0,0,0,0
13110081001034,,0,sin_control,0,0,0,0
13110081001035,,0,sin_control,0,0,0,0
13110081001036,,0,sin_control,0,0,0,0
13110081001038,,0,sin_control,0,0,0,0
13110081001041,,0,sin_control,0,0,0,0
13110081003037,,0,sin_control,0,0,0,0
13110091001001,,0,sin_control,0,0,0,0
13110091001002,,0,sin_control,0,0,0,0
13110091004001,,0,sin_control,0,0,0,0
13110091004047,,0,sin_control,0,0,0,0
13110091005030,,0,sin_control,0,0,0,0
13110091005041,,0,sin_control,0,0,0,0
13110091005042,,0,sin_control,0,0,0,0
13110101001001,,0,sin_control,0,0,0,0
13110101001002,,0,sin_control,0,0,0,0
13110101001004,,0,sin_control,0,0,0,0
13110101001008,,0,sin_control,0,0,0,0
13110101001009,,0,sin_control,0,0,0,0
13110101001010,,0,sin_control,0,0,0,0
13110101001012,,0,sin_control,0,0,0,0
13110101004001,,0,sin_control,0,0,0,0
13110101004002,,0,sin_control,0,0,0,0
13110101004005,,0,sin_control,0,0,0,0
13110101004010,,0,sin_control,0,0,0,0
13110101004011,,0,sin_control,0,0,0,0
13110101004012,,0,sin_control,0,0,0,0
13110101004013,,0,sin_control,0,0,0,0
13110111001014,,0,sin_control,0,0,0,0
13110111002009,,0,sin_control,0,0,0,0
13110111002010,,0,sin_control,0,0,0,0
13110111002013,,0,sin_control,0,0,0,0
13110111002014,,0,sin_control,0,0,0,0
13110111002016,,0,sin_control,0,0,0,0
13110111002017,,0,sin_control,0,0,0,0
13110111003002,,0,sin_control,0,0,0,0
13110111003003,,0,sin_control,0,0,0,0
13110111003014,,0,sin_control,0,0,0,0
13110111004009,,0,sin_control,0,0,0,0
13110111004022,,0,sin_control,0,0,0,0
13110121002001,,0,sin_control,0,0,0,0
13110121002002,,0,sin_control,0,0,0,0
13110121002003,,0,sin_control,0,0,0,0
13110121002004,,0,sin_control,0,0,0,0
13110121002005,,0,sin_control,0,0,0,0
13110121003001,,0,sin_control,0,0,0,0
13110121003010,,0,sin_control,0,0,0,0
13110121003011,,0,sin_control,0,0,0,0
13110121003012,,0,sin_control,0,0,0,0
13110121003025,,0,sin_control,0,0,0,0
13110121003026,,0,sin_control,0,0,0,0
13110121004001,,0,sin_control,0,0,0,0
13110121004003,,0,sin_control,0,0,0,0
13110121004004,,0,sin_control,0,0,0,0
13110121004016,,0,sin_control,0,0,0,0
13110121004017,,0,sin_control,0,0,0,0
13110121004018,,0,sin_control,0,0,0,0
13110121004019,,0,sin_control,0,0,0,0
13110121004021,,0,sin_control,0,0,0,0
13110121004022,,0,sin_control,0,0,0,0
13110121004023,,0,sin_control,0,0,0,0
13110121004024,,0,sin_control,0,0,0,0
13110131001009,,0,sin_control,0,0,0,0
13110131001017,,0,sin_control,0,0,0,0
13110131001018,,0,sin_control,0,0,0,0
13110131001019,,0,sin_control,0,0,0,0
13110131001022,,0,sin_control,0,0,0,0
13110131001024,,0,sin_control,0,0,0,0
13110131001025,,0,sin_control,0,0,0,0
13110131001027,,0,sin_control,0,0,0,0
13110131001028,,0,sin_control,0,0,0,0
13110131001029,,0,sin_control,0,0,0,0
13110131001030,,0,sin_control,0,0,0,0
13110131001032,,0,sin_control,0,0,0,0
13110131001035,,0,sin_control,0,0,0,0
13110131002011,,0,sin_control,0,0,0,0
13110131002012,,0,sin_control,0,0,0,0
13110131002013,,0,sin_control,0,0,0,0
13110131002014,,0,sin_control,0,0,0,0
13110131002015,,0,sin_control,0,0,0,0
13110131002017,,0,sin_control,0,0,0,0
13110131002018,,0,sin_control,0,0,0,0
13110131002019,,0,sin_control,0,0,0,0
13110161002013,,0,sin_control,0,0,0,0
13110161003001,,0,sin_control,0,0,0,0
13110161003020,,0,sin_control,0,0,0,0
13110161003022,,0,sin_control,0,0,0,0
13110161003025,,0,sin_control,0,0,0,0
13110161003027,,0,sin_control,0,0,0,0
13110161004042,,0,sin_control,0,0,0,0
13110161006005,,0,sin_control,0,0,0,0
13110161006006,,0,sin_control,0,0,0,0
13110171002011,,0,sin_control,0,0,0,0
13110171002019,,0,sin_control,0,0,0,0
13110171002020,,0,sin_control,0,0,0,0
13110171002021,,0,sin_control,0,0,0,0
13110171003007,,0,sin_control,0,0,0,0
13110171003008,,0,sin_control,0,0,0,0
13110171003009,,0,sin_control,0,0,0,0
13110171003010,,0,sin_control,0,0,0,0
13110171003011,,0,sin_control,0,0,0,0
13110171003012,,0,sin_control,0,0,0,0
13110171004013,,0,sin_control,0,0,0,0
13110171004018,,0,sin_control,0,0,0,0
13110171005022,,0,sin_control,0,0,0,0
13110171005023,,0,sin_control,0,0,0,0
13110171005024,,0,sin_control,0,0,0,0
13110171005025,,0,sin_control,0,0,0,0
13110171005028,,0,sin_control,0,0,0,0
13110171005029,,0,sin_control,0,0,0,0
13110171005030,,0,sin_control,0,0,0,0
13110171005031,,0,sin_control,0,0,0,0
13110191002010,,0,sin_control,0,0,0,0
13110191002011,,0,sin_control,0,0,0,0
13110191002020,,0,sin_control,0,0,0,0
13110191002037,,0,sin_control,0,0,0,0
13110191003002,,0,sin_control,0,0,0,0
13110191003004,,0,sin_control,0,0,0,0
13110191003011,,0,sin_control,0,0,0,0
13110191003013,,0,sin_control,0,0,0,0
13110191003014,,0,sin_control,0,0,0,0
13110191003023,,0,sin_control,0,0,0,0
13110211001003,,0,sin_control,0,0,0,0
13110211001004,,0,sin_control,0,0,0,0
13110211001005,,0,sin_control,0,0,0,0
13110211001006,,0,sin_control,0,0,0,0
13110211001007,,0,sin_control,0,0,0,0
13110211001008,,0,sin_control,0,0,0,0
13110211001009,,0,sin_control,0,0,0,0
13110211001011,,0,sin_control,0,0,0,0
13110211001013,,0,sin_control,0,0,0,0
13110211001014,,0,sin_control,0,0,0,0
13110211001015,,0,sin_control,0,0,0,0
13110211001016,,0,sin_control,0,0,0,0
13110211001018,,0,sin_control,0,0,0,0
13110211001019,,0,sin_control,0,0,0,0
13110211001020,,0,sin_control,0,0,0,0
13110211001021,,0,sin_control,0,0,0,0
13110211001022,,0,sin_control,0,0,0,0
13110211001023,,0,sin_control,0,0,0,0
13110211001024,,0,sin_control,0,0,0,0
13110211001025,,0,sin_control,0,0,0,0
13110211001026,,0,sin_control,0,0,0,0
13110211001027,,0,sin_control,0,0,0,0
13110211001028,,0,sin_control,0,0,0,0
13110211001029,,0,sin_control,0,0,0,0
13110211001032,,0,sin_control,0,0,0,0
13110211002001,,0,sin_control,0,0,0,0
13110211002002,,0,sin_control,0,0,0,0
13110211002003,,0,sin_control,0,0,0,0
13110211002006,,0,sin_control,0,0,0,0
13110211002007,,0,sin_control,0,0,0,0
13110211002008,,0,sin_control,0,0,0,0
13110211002009,,0,sin_control,0,0,0,0
13110211002010,,0,sin_control,0,0,0,0
13110211002011,,0,sin_control,0,0,0,0
13110211002012,,0,sin_control,0,0,0,0
13110211002015,,0,sin_control,0,0,0,0
13110211002016,,0,sin_control,0,0,0,0
13110211002017,,0,sin_control,0,0,0,0
13110211002018,,0,sin_control,0,0,0,0
13110211002019,,0,sin_control,0,0,0,0
13110211003001,,0,sin_control,0,0,0,0
13110211003003,,0,sin_control,0,0,0,0
13110211003004,,0,sin_control,0,0,0,0
13110211003005,,0,sin_control,0,0,0,0
13110211003006,,0,sin_control,0,0,0,0
13110211003007,,0,sin_control,0,0,0,0
13110211003012,,0,sin_control,0,0,0,0
13110211003016,,0,sin_control,0,0,0,0
13110211003017,,0,sin_control,0,0,0,0
13110211003018,,0,sin_control,0,0,0,0
13110211003020,,0,sin_control,0,0,0,0
13110211003021,,0,sin_control,0,0,0,0
13110211003023,,0,sin_control,0,0,0,0
13110211003024,,0,sin_control,0,0,0,0
13110211003027,,0,sin_control,0,0,0,0
13110211003031,,0,sin_control,0,0,0,0
13110211003032,,0,sin_control,0,0,0,0
13110211003033,,0,sin_control,0,0,0,0
13110211003035,,0,sin_control,0,0,0,0
13110211003036,,0,sin_control,0,0,0,0
13110211003037,,0,sin_control,0,0,0,0
13110211003039,,0,sin_control,0,0,0,0
13110211003041,,0,sin_control,0,0,0,0
13110211003044,,0,sin_control,0,0,0,0
13110211004001,,0,sin_control,0,0,0,0
13110211004002,,0,sin_control,0,0,0,0
13110211004005,,0,sin_control,0,0,0,0
13110211004007,,0,sin_control,0,0,0,0
13110211004008,,0,sin_control,0,0,0,0
13110211004009,,0,sin_control,0,0,0,0
13110211004010,,0,sin_control,0,0,0,0
13114011001002,,0,sin_control,0,0,0,0
13114011002003,,0,sin_control,0,0,0,0
13114011002004,,0,sin_control,0,0,0,0
13114011002005,,0,sin_control,0,0,0,0
13114011002007,,0,sin_control,0,0,0,0
13114011002012,,0,sin_control,0,0,0,0
13114011002013,,0,sin_control,0,0,0,0
13114011004006,,0,sin_control,0,0,0,0
13114021001016,,0,sin_control,0,0,0,0
13114021002004,,0,sin_control,0,0,0,0
13114021002006,,0,sin_control,0,0,0,0
13114021002007,,0,sin_control,0,0,0,0
13114021002018,,0,sin_control,0,0,0,0
13114021002028,,0,sin_control,0,0,0,0
13114021003004,,0,sin_control,0,0,0,0
13114021003022,,0,sin_control,0,0,0,0
13114021004004,,0,sin_control,0,0,0,0
13114021004008,,0,sin_control,0,0,0,0
13114021004009,,0,sin_control,0,0,0,0
13114031002005,,0,sin_control,0,0,0,0
13114031002010,,0,sin_control,0,0,0,0
13114031002030,,0,sin_control,0,0,0,0
13114031003001,,0,sin_control,0,0,0,0
13114031003016,,0,sin_control,0,0,0,0
13114031003017,,0,sin_control,0,0,0,0
13114031004002,,0,sin_control,0,0,0,0
13114031005005,,0,sin_control,0,0,0,0
13114031005006,,0,sin_control,0,0,0,0
13114031007002,,0,sin_control,0,0,0,0
13114031007006,,0,sin_control,0,0,0,0
13114041003004,,0,sin_control,0,0,0,0
13114051001001,,0,sin_control,0,0,0,0
13114051001013,,0,sin_control,0,0,0,0
13114051001015,,0,sin_control,0,0,0,0
13114051001016,,0,sin_control,0,0,0,0
13114051001017,,0,sin_control,0,0,0,0
13114051001018,,0,sin_control,0,0,0,0
13114051002013,,0,sin_control,0,0,0,0
13114051002016,,0,sin_control,0,0,0,0
13114051003002,,0,sin_control,0,0,0,0
13114051003003,,0,sin_control,0,0,0,0
13114061001004,,0,sin_control,0,0,0,0
13114061001019,,0,sin_control,0,0,0,0
13114061001021,,0,sin_control,0,0,0,0
13114061001022,,0,sin_control,0,0,0,0
13114061001024,,0,sin_control,0,0,0,0
13114061001025,,0,sin_control,0,0,0,0
13114061001026,,0,sin_control,0,0,0,0
13114061002001,,0,sin_control,0,0,0,0
13114081001001,,0,sin_control,0,0,0,0
13114081003016,,0,sin_control,0,0,0,0
13114091001001,,0,sin_control,0,0,0,0
13114091001002,,0,sin_control,0,0,0,0
13114091001004,,0,sin_control,0,0,0,0
13114091002015,,0,sin_control,0,0,0,0
13114091002017,,0,sin_control,0,0,0,0
13114091003021,,0,sin_control,0,0,0,0
13114091003022,,0,sin_control,0,0,0,0
13114091003026,,0,sin_control,0,0,0,0
13114091004001,,0,sin_control,0,0,0,0
13114101001001,,0,sin_control,0,0,0,0
13114101002001,,0,sin_control,0,0,0,0
13114101003001,,0,sin_control,0,0,0,0
13114101003002,,0,sin_control,0,0,0,0
13114101004002,,0,sin_control,0,0,0,0
13114101004003,,0,sin_control,0,0,0,0
13114101004004,,0,sin_control,0,0,0,0
13114101004013,,0,sin_control,0,0,0,0
13114101004020,,0,sin_control,0,0,0,0
13114101004022,,0,sin_control,0,0,0,0
13114101005001,,0,sin_control,0,0,0,0
13114101005012,,0,sin_control,0,0,0,0
13114101005013,,0,sin_control,0,0,0,0
13114101005014,,0,sin_control,0,0,0,0
13114101005015,,0,sin_control,0,0,0,0
13114101005016,,0,sin_control,0,0,0,0
13114101005018,,0,sin_control,0,0,0,0
13114101005019,,0,sin_control,0,0,0,0
13114101005022,,0,sin_control,0,0,0,0
13114101005024,,0,sin_control,0,0,0,0
13114111001009,,0,sin_control,0,0,0,0
13114111002009,,0,sin_control,0,0,0,0
13114111003016,,0,sin_control,0,0,0,0
13114111004003,,0,sin_control,0,0,0,0
13114111004005,,0,sin_control,0,0,0,0
13114111004013,,0,sin_control,0,0,0,0
13114111005003,,0,sin_control,0,0,0,0
13114111005008,,0,sin_control,0,0,0,0
13114111006001,,0,sin_control,0,0,0,0
13114111006005,,0,sin_control,0,0,0,0
13114111006010,,0,sin_control,0,0,0,0
13114111007003,,0,sin_control,0,0,0,0
13114111007004,,0,sin_control,0,0,0,0
13114111007007,,0,sin_control,0,0,0,0
13114121001001,,0,sin_control,0,0,0,0
13114121001012,,0,sin_control,0,0,0,0
13114121001013,,0,sin_control,0,0,0,0
13114121001025,,0,sin_control,0,0,0,0
13114121002002,,0,sin_control,0,0,0,0
13114121002003,,0,sin_control,0,0,0,0
13114121002004,,0,sin_control,0,0,0,0
13114121002006,,0,sin_control,0,0,0,0
13114121002007,,0,sin_control,0,0,0,0
13114121002008,,0,sin_control,0,0,0,0
13114121003001,,0,sin_control,0,0,0,0
13114121003002,,0,sin_control,0,0,0,0
13114121003003,,0,sin_control,0,0,0,0
13114121003004,,0,sin_control,0,0,0,0
13114121004001,,0,sin_control,0,0,0,0
13114121005003,,0,sin_control,0,0,0,0
13114121005004,,0,sin_control,0,0,0,0
13114121005013,,0,sin_control,0,0,0,0
13114121005016,,0,sin_control,0,0,0,0
13114121005017,,0,sin_control,0,0,0,0
13114121005020,,0,sin_control,0,0,0,0
13114121006001,,0,sin_control,0,0,0,0
13114121006002,,0,sin_control,0,0,0,0
13114121006003,,0,sin_control,0,0,0,0
13114121007001,,0,sin_control,0,0,0,0
13114121007002,,0,sin_control,0,0,0,0
13114131003003,,0,sin_control,0,0,0,0
13114131003004,,0,sin_control,0,0,0,0
13114131003006,,0,sin_control,0,0,0,0
13114131005008,,0,sin_control,0,0,0,0
13114131006003,,0,sin_control,0,0,0,0
13114131007010,,0,sin_control,0,0,0,0
13114131008003,,0,sin_control,0,0,0,0
13114131010005,,0,sin_control,0,0,0,0
13120011001001,,0,sin_control,0,0,0,0
13120011001002,,0,sin_control,0,0,0,0
13120011001003,,0,sin_control,0,0,0,0
13120011001004,,0,sin_control,0,0,0,0
13120011001005,,0,sin_control,0,0,0,0
13120011001006,,0,sin_control,0,0,0,0
13120011001007,,0,sin_control,0,0,0,0
13120011002002,,0,sin_control,0,0,0,0
13120011002003,,0,sin_control,0,0,0,0
13120011002004,,0,sin_control,0,0,0,0
13120011002006,,0,sin_control,0,0,0,0
13120011002008,,0,sin_control,0,0,0,0
13120011002012,,0,sin_control,0,0,0,0
13120011002013,,0,sin_control,0,0,0,0
13120011002014,,0,sin_control,0,0,0,0
13120011002015,,0,sin_control,0,0,0,0
13120011002016,,0,sin_control,0,0,0,0
13120011002018,,0,sin_control,0,0,0,0
13120011003001,,0,sin_control,0,0,0,0
13120011003002,,0,sin_control,0,0,0,0
13120011003003,,0,sin_control,0,0,0,0
13120011003005,,0,sin_control,0,0,0,0
13120011003006,,0,sin_control,0,0,0,0
13120011003007,,0,sin_control,0,0,0,0
13120011003008,,0,sin_control,0,0,0,0
13120011003009,,0,sin_control,0,0,0,0
13120011004001,,0,sin_control,0,0,0,0
13120011004002,,0,sin_control,0,0,0,0
13120011004003,,0,sin_control,0,0,0,0
13120011004004,,0,sin_control,0,0,0,0
13120011004005,,0,sin_control,0,0,0,0
13120011005002,,0,sin_control,0,0,0,0
13120011005003,,0,sin_control,0,0,0,0
13120011005007,,0,sin_control,0,0,0,0
13120011006001,,0,sin_control,0,0,0,0
13120011006003,,0,sin_control,0,0,0,0
13120011006004,,0,sin_control,0,0,0,0
13120011006005,,0,sin_control,0,0,0,0
13120011007001,,0,sin_control,0,0,0,0
13120011007002,,0,sin_control,0,0,0,0
13120011007003,,0,sin_control,0,0,0,0
13120011007004,,0,sin_control,0,0,0,0
13120011007005,,0,sin_control,0,0,0,0
13120011007009,,0,sin_control,0,0,0,0
13120011008001,,0,sin_control,0,0,0,0
13120011008002,,0,sin_control,0,0,0,0
13120011008003,,0,sin_control,0,0,0,0
13120011008004,,0,sin_control,0,0,0,0
13120011008005,,0,sin_control,0,0,0,0
13120011009002,,0,sin_control,0,0,0,0
13120011009003,,0,sin_control,0,0,0,0
13120021001001,,0,sin_control,0,0,0,0
13120021001002,,0,sin_control,0,0,0,0
13120021001003,,0,sin_control,0,0,0,0
13120021001004,,0,sin_control,0,0,0,0
13120021001005,,0,sin_control,0,0,0,0
13120021001006,,0,sin_control,0,0,0,0
13120021001007,,0,sin_control,0,0,0,0
13120021001008,,0,sin_control,0,0,0,0
13120021001009,,0,sin_control,0,0,0,0
13120021002001,,0,sin_control,0,0,0,0
13120021002003,,0,sin_control,0,0,0,0
13120021002004,,0,sin_control,0,0,0,0
13120021002005,,0,sin_control,0,0,0,0
13120021002006,,0,sin_control,0,0,0,0
13120021002007,,0,sin_control,0,0,0,0
13120021002008,,0,sin_control,0,0,0,0
13120021002009,,0,sin_control,0,0,0,0
13120021002010,,0,sin_control,0,0,0,0
13120021002011,,0,sin_control,0,0,0,0
13120021002012,,0,sin_control,0,0,0,0
13120021002013,,0,sin_control,0,0,0,0
13120021002014,,0,sin_control,0,0,0,0
13120021002015,,0,sin_control,0,0,0,0
13120021002017,,0,sin_control,0,0,0,0
13120021002018,,0,sin_control,0,0,0,0
13120021002020,,0,sin_control,0,0,0,0
13120021002021,,0,sin_control,0,0,0,0
13120021002022,,0,sin_control,0,0,0,0
13120021002023,,0,sin_control,0,0,0,0
13120021003001,,0,sin_control,0,0,0,0
13120021003002,,0,sin_control,0,0,0,0
13120021003003,,0,sin_control,0,0,0,0
13120021003004,,0,sin_control,0,0,0,0
13120021003005,,0,sin_control,0,0,0,0
13120021003006,,0,sin_control,0,0,0,0
13120021003007,,0,sin_control,0,0,0,0
13120021003008,,0,sin_control,0,0,0,0
13120021003009,,0,sin_control,0,0,0,0
13120021003010,,0,sin_control,0,0,0,0
13120021003012,,0,sin_control,0,0,0,0
13120021003013,,0,sin_control,0,0,0,0
13120021003014,,0,sin_control,0,0,0,0
13120021003015,,0,sin_control,0,0,0,0
13120021003016,,0,sin_control,0,0,0,0
13120021003017,,0,sin_control,0,0,0,0
13120021003018,,0,sin_control,0,0,0,0
13120021003019,,0,sin_control,0,0,0,0
13120021003020,,0,sin_control,0,0,0,0
13120021003021,,0,sin_control,0,0,0,0
13120021003022,,0,sin_control,0,0,0,0
13120021003023,,0,sin_control,0,0,0,0
13120021003024,,0,sin_control,0,0,0,0
13120021003026,,0,sin_control,0,0,0,0
13120021003027,,0,sin_control,0,0,0,0
13120021003028,,0,sin_control,0,0,0,0
13120021003029,,0,sin_control,0,0,0,0
13120021003030,,0,sin_control,0,0,0,0
13120021004001,,0,sin_control,0,0,0,0
13120021004005,,0,sin_control,0,0,0,0
13120021004006,,0,sin_control,0,0,0,0
13120021004007,,0,sin_control,0,0,0,0
13120021004008,,0,sin_control,0,0,0,0
13120021004009,,0,sin_control,0,0,0,0
13120021004010,,0,sin_control,0,0,0,0
13120021004011,,0,sin_control,0,0,0,0
13120021004013,,0,sin_control,0,0,0,0
13120021005002,,0,sin_control,0,0,0,0
13120021005004,,0,sin_control,0,0,0,0
13120021005006,,0,sin_control,0,0,0,0
13120021005008,,0,sin_control,0,0,0,0
13120021005009,,0,sin_control,0,0,0,0
13120021005010,,0,sin_control,0,0,0,0
13120021005011,,0,sin_control,0,0,0,0
13120021005012,,0,sin_control,0,0,0,0
13120021005013,,0,sin_control,0,0,0,0
13120021005014,,0,sin_control,0,0,0,0
13120021005015,,0,sin_control,0,0,0,0
13120021005016,,0,sin_control,0,0,0,0
13120021005017,,0,sin_control,0,0,0,0
13120021005018,,0,sin_control,0,0,0,0
13120021005023,,0,sin_control,0,0,0,0
13120021005024,,0,sin_control,0,0,0,0
13120021005025,,0,sin_control,0,0,0,0
13120021005026,,0,sin_control,0,0,0,0
13120021005029,,0,sin_control,0,0,0,0
13120021005030,,0,sin_control,0,0,0,0
13120021006001,,0,sin_control,0,0,0,0
13120021006002,,0,sin_control,0,0,0,0
13120021006006,,0,sin_control,0,0,0,0
13120021006013,,0,sin_control,0,0,0,0
13120021006014,,0,sin_control,0,0,0,0
13120021006015,,0,sin_control,0,0,0,0
13120021006016,,0,sin_control,0,0,0,0
13120021006017,,0,sin_control,0,0,0,0
13120021006018,,0,sin_control,0,0,0,0
13120021006019,,0,sin_control,0,0,0,0
13120031001002,,0,sin_control,0,0,0,0
13120031001003,,0,sin_control,0,0,0,0
13120031001004,,0,sin_control,0,0,0,0
13120031001005,,0,sin_control,0,0,0,0
13120031001006,,0,sin_control,0,0,0,0
13120031001007,,0,sin_control,0,0,0,0
13120031001008,,0,sin_control,0,0,0,0
13120031001010,,0,sin_control,0,0,0,0
13120031001011,,0,sin_control,0,0,0,0
13120031001012,,0,sin_control,0,0,0,0
13120031001014,,0,sin_control,0,0,0,0
13120031001015,,0,sin_control,0,0,0,0
13120031001016,,0,sin_control,0,0,0,0
13120031001017,,0,sin_control,0,0,0,0
13120031001018,,0,sin_control,0,0,0,0
13120031001021,,0,sin_control,0,0,0,0
13120031001022,,0,sin_control,0,0,0,0
13120031002002,,0,sin_control,0,0,0,0
13120031002003,,0,sin_control,0,0,0,0
13120031002004,,0,sin_control,0,0,0,0
13120031002005,,0,sin_control,0,0,0,0
13120031002006,,0,sin_control,0,0,0,0
13120031002007,,0,sin_control,0,0,0,0
13120031002008,,0,sin_control,0,0,0,0
13120031002009,,0,sin_control,0,0,0,0
13120031002010,,0,sin_control,0,0,0,0
13120031002011,,0,sin_control,0,0,0,0
13120031002014,,0,sin_control,0,0,0,0
13120031002015,,0,sin_control,0,0,0,0
13120031002016,,0,sin_control,0,0,0,0
13120031002017,,0,sin_control,0,0,0,0
13120031002018,,0,sin_control,0,0,0,0
13120031002020,,0,sin_control,0,0,0,0
13120031002023,,0,sin_control,0,0,0,0
13120031003001,,0,sin_control,0,0,0,0
13120031003002,,0,sin_control,0,0,0,0
13120031003004,,0,sin_control,0,0,0,0
13120031003005,,0,sin_control,0,0,0,0
13120031003006,,0,sin_control,0,0,0,0
13120041001004,,0,sin_control,0,0,0,0
13120041001005,,0,sin_control,0,0,0,0
13120041002003,,0,sin_control,0,0,0,0
13120041002004,,0,sin_control,0,0,0,0
13120041002009,,0,sin_control,0,0,0,0
13120041002010,,0,sin_control,0,0,0,0
13120041002014,,0,sin_control,0,0,0,0
13120041003001,,0,sin_control,0,0,0,0
13120041003002,,0,sin_control,0,0,0,0
13120041003003,,0,sin_control,0,0,0,0
13120041003005,,0,sin_control,0,0,0,0
13120041003006,,0,sin_control,0,0,0,0
13120041003007,,0,sin_control,0,0,0,0
13120041003008,,0,sin_control,0,0,0,0
13120041003011,,0,sin_control,0,0,0,0
13120041003012,,0,sin_control,0,0,0,0
13120041003014,,0,sin_control,0,0,0,0
13120041003015,,0,sin_control,0,0,0,0
13120041003017,,0,sin_control,0,0,0,0
13120041003018,,0,sin_control,0,0,0,0
13120041003019,,0,sin_control,0,0,0,0
13120041003020,,0,sin_control,0,0,0,0
13120041003022,,0,sin_control,0,0,0,0
13120041003023,,0,sin_control,0,0,0,0
13120041003026,,0,sin_control,0,0,0,0
13120041003028,,0,sin_control,0,0,0,0
13120041003029,,0,sin_control,0,0,0,0
13120041003030,,0,sin_control,0,0,0,0
13120041003031,,0,sin_control,0,0,0,0
13120041003033,,0,sin_control,0,0,0,0
13120041003034,,0,sin_control,0,0,0,0
13120041003036,,0,sin_control,0,0,0,0
13120041003037,,0,sin_control,0,0,0,0
13120041003038,,0,sin_control,0,0,0,0
13120041004001,,0,sin_control,0,0,0,0
13120041004003,,0,sin_control,0,0,0,0
13120041004004,,0,sin_control,0,0,0,0
13120041004005,,0,sin_control,0,0,0,0
13120041004006,,0,sin_control,0,0,0,0
