propietario|prop_tgr_id
COMPANIA MARITIMA CHILENA S A |E000007364
COMPANIA MINERA CORDILLERA CHILE SCM|E000007365
COMPANIA MINERA LA PATAGUA|E000007366
COMPANIA MINERA POTRERILLOS LIMI|E000007367
COMPANIA MINERA PUMILLAHUE|E000007368
COMPANIA MOLINERA PUEKCHE LIMITA|E000007369
COMPANIA MOLINERA PUELCHE LIMITA|E000007369
COMPANIA NACIONAL DE COMPUTACION|E000007370
COMPANIA NACIONAL DE CORRETAJES|E000007371
COMPANIA NACIONAL DE SERVICIOS A|E000007372
COMPANIA NACIONAL METALERA LTDA|E000007373
COMPANIA POLAER S A|E000007374
COMPANIA SANTA ELIANA PROPIEDADES SOCIED|E000007375
COMPANIA TECNICA NACIONAL DE EQU|E000007376
COMPANIA TELECOMTECH COMUNICACIO|E000007377
COMPANIA VITIVINICOLA DEL PACIFI|E000007378
INMOBILIARIA E INVERSIONES MARIA ANGELIC|E000007378
COMPANIAS CIC S A|E000007379
INMOBILIARIA E INVERSIONES MARIA PONCE D|E000007379
COMPASS SECURITY SPA|E000007380
COMPL EDUC L PASTEUR S A|E000007381
COMPLEJO TURISTICO F X LIMITADA|E000007382
COMPLEJO TURISTICO LAS PALMERAS S A|E000007383
COMPLEMENTAR CONSULTING SPA|E000007384
COMPLEMENTARIA S A|E000007385
COMPLEMENTO ASESORIAS SEGUEL SPA|E000007386
COMPLEMENTOS SANITARIOS CHILE LTDA|E000007387
COMPONENTE DIGITAL SPA|E000007388
COMPONENTES INDUSTRIALES LTDA|E000007389
COMPRA FACIL SPA|E000007390
COMPRA VENTA DE MATERIALES DE CONSTR|E000007391
COMPUELITE SPA|E000007392
COMPUTACION E INGENIERIA S A|E000007393
COMPUTACION Y COMUNICACIONES SA|E000007394
COMPUTACION Y MUSICA SPA|E000007395
COMPUTACION Y OPCIONES TECNOLOGICAS|E000007396
COMPUTACION Y OPCIONES TECNOLOGICAS S A|E000007397
COMSER P Y L SOCIEDAD ANONIMA|E000007398
COMUN  COPROPIET VEGA CENTRAL STGO|E000007399
COMUNI RELIG TESTIGOS DE JEHOVA|E000007401
COMUNIAN VALENTINO Y CIA|E000007402
COMUNICACIONES CAPITULO S A|E000007403
INMOBILIARIA E INVERSIONES MERY PELLEGRI|E000007403
COMUNICACIONES DEL SUR S A|E000007404
COMUNICACIONES IMPRONTA Y COMPAN|E000007405
COMUNICACIONES LA CAMPANA LIMITADA|E000007406
COMUNICACIONES MAYO LIMITADA|E000007407
COMUNICACIONES NETGLOBALIS S A|E000007408
COMUNICACIONES OMARCOM SPA|E000007409
COMUNICACIONES PUNTO CREATIVO LTDA|E000007410
COMUNICACIONES TIEMPO NUEVO S A |E000007411
COMUNICACIONES Y PRODUCCIONES DIAMANTE|E000007412
COMUNIDAD CENTRO COMERCIAL PERSA|E000007413
COMUNIDAD DE SERVICIOS REMODELACION SAN|E000007414
INMOBILIARIA E INVERSIONES MITA SPA|E000007414
COMUNIDAD EDIF CENTRO NVO TORRE A|E000007415
COMUNIDAD EDIF DON CRESCENTE LTD|E000007416
COMUNIDAD EDIFICIO AUTOMOVIL CLU|E000007417
COMUNIDAD EDIFICIO AUTOMOVIL CLUB DE CHI|E000007418
COMUNIDAD EDIFICIO CENTRO MANQUE|E000007419
COMUNIDAD EDIFICIO CENTROGOLF|E000007420
COMUNIDAD EDIFICIO CLUB C|E000007421
INMOBILIARIA E INVERSIONES MOYANO BATALL|E000007421
COMUNIDAD EDIFICIO CLUB PROVIDEN|E000007422
COMUNIDAD EDIFICIO FUNDACION|E000007423
COMUNIDAD FERIA LO VALLEDOR S A|E000007424
COMUNIDAD ISRAELITA SEFARADI DE CHILE|E000007425
COMUNIDAD LOS PALTOS LTDA|E000007426
COMUNIDAD MERCADO DE LA VEGA|E000007427
COMUNIDAD MERCADO LA VEGA|E000007427
COMUNIDAD MUSULMANA DE CHILE|E000007428
INMOBILIARIA E INVERSIONES MUNIZAGA LOI|E000007428
COMUNIDAD RELIGIOSA TESTIGOS DE|E000007430
COMUNIDAD STGODOWNTOWN|E000007431
COMUNIDAD TESTIGOS DE JEHOVA|E000007432
COMUNIDAD VIDA CRISTINA CVX|E000007433
CON CON S A|E000007434
CON CON SA|E000007434
CONABRIL LTDA|E000007435
CONARIPE SOCIEDAD DE INVERSIONES|E000007436
CONARIPE SOCIEDAD DE INVERSIONES E INMOB|E000007437
CONAVICOOP LIMITADA|E000007438
CONAVICOOP LTDA|E000007438
CONC ENTRETENCIONES BOETSCH MUNIC LAS CO|E000007439
CONC ESTAC MUNIC DE LAS CONDES|E000007440
CONCEPCION AND REYES LIMITADA|E000007441
CONCES ESTAC MUNIC VITACURA SA|E000007442
CONCES STGO SOC PARTICIP IMSTGO|E000007443
CONCESION CLUB RAYUELA LA REINA|E000007444
INMOBILIARIA E INVERSIONES NEO R|E000007444
CONCESION ESTAC MUNICIP LAS CONDES S A |E000007445
CONCESION I M  MACUL INNOVAR S A |E000007446
CONCESION I M MACUL INNOVAR S A |E000007446
CONCESION MUNIC LAS CONDES  COPEC|E000007447
CONCILIO EVANGELICO CHILE|E000007448
CONCOLOR S A|E000007449
CONCORDE EXPRESS SPA|E000007450
CONCOVIL SA|E000007451
CONCRECES LEASG S A|E000007452
CONCRECES LEASING S A|E000007452
CONCRECES LEASING SA|E000007452
CONCRETOS READY MIX S A|E000007453
CONCRETOS READY MIX SA|E000007453
INMOBILIARIA E INVERSIONES NUEVA APOQUIN|E000007453
COND NUEVA PARVA SOC INMOB LTD|E000007454
COND NVA PARVA SOC INMOB LTDA|E000007455
INMOBILIARIA E INVERSIONES NUEVO AMANECE|E000007455
CONDELL FONDO DE INV PRIVADO|E000007456
INMOBILIARIA E INVERSIONES NUEVO HORIZON|E000007456
CONDOMINIO EL PEUMO SPA|E000007457
CONDOMINIOS NVA PARVA INMOB LTDA|E000007458
CONDOMINIOS NVA PARVA SOC INMOB LTD|E000007459
CONDOR SPA|E000007460
CONEJERO ORTUZAR SPA|E000007461
CONEJEROS Y MERANI LTDA|E000007462
CONELSE MONTAJE ELECTRICOS LIMITADA|E000007463
CONER MERCEDARIA DE CHILE|E000007464
CONEX S A INVERSIONES|E000007465
CONEXIONES DE SISTEMAS HIDRAULICOS LTDA|E000007466
CONEXIONES GRIFESA LIMITADA|E000007467
INMOBILIARIA E INVERSIONES PACIF|E000007467
CONF  NAC  MUNICIPALIDADES|E000007468
CONF DE LA PRODUCCION Y COMERCIO|E000007469
CONF DPTIVA DE LA DEFENSA NACIONAL|E000007470
CONF FUERZAS ARMADAS RETIRO|E000007471
INMOBILIARIA E INVERSIONES PALACIOS Y SL|E000007471
CONF GREMIAL COM DETALL CHILE|E000007472
CONF GREMIAL NAC UNIDA MEDIANA P|E000007473
CONF LIENDO Y LECLER LTDA|E000007474
INMOBILIARIA E INVERSIONES PARAD|E000007474
CONF NAC ASOC TRAB BCO ESTADO CHILE|E000007475
CONF NAC COOP CAMPESINOS LTDA|E000007476
CONF NAC DE DUENOS CAMIONES|E000007477
CONF NAC DE TRABAJADORES METALUR|E000007478
CONF NAC SIND TRAB DE LA CONST MAD|E000007479
CONF NAC SIND TRAB SUPLEM CHILE|E000007480
CONF SONIA MELEJ Y CIA LTDA|E000007481
CONFAIR S A|E000007482
CONFAIR SA|E000007482
CONFEC TEXTILES EL AGUILA LTDA|E000007483
CONFECCIONES TEXTILES EL AGUILA LTD|E000007483
CONFECCIONES ALMA LIMITADA|E000007484
CONFECCIONES BILLARDI LIMITADA|E000007485
CONFECCIONES CANCUN S A|E000007486
CONFECCIONES CENTER S A|E000007487
CONFECCIONES CH AND K LIMITADA|E000007488
CONFECCIONES CORDERO Y LOZANO LTDA|E000007489
CONFECCIONES E INMOBILIARIA GIACOMO LIMI|E000007490
CONFECCIONES HANANEEL LIMITADA|E000007491
INMOBILIARIA E INVERSIONES PERAGALLO 64|E000007492
INMOBILIARIA E INVERSIONES PERAGALLO 646|E000007492
CONFECCIONES HANANEL LIMITADA Y OTROS|E000007492
CONFECCIONES HERR S LIMITADA|E000007493
CONFECCIONES INA LTDA|E000007494
CONFECCIONES JOHNBEL LIMITADA|E000007495
CONFECCIONES MAYS LIMITADA|E000007496
CONFECCIONES SITA SA|E000007497
CONFECCIONES SONIA MELEJ Y COMPANIA LIMI|E000007498
CONFECCIONES TEXTILES TIARE S A|E000007499
INMOBILIARIA E INVERSIONES PIMO S A|E000007499
CONFECCIONES VAN LTDA|E000007500
CONFECCIONES VIVENS SPA|E000007501
CONFECCIONES YORISAN J C J LIMIT|E000007502
CONFECIONES J SABA Y COMPANIA LI|E000007503
CONFED DE LA PRODUC Y DEL COMER|E000007504
INMOBILIARIA E INVERSIONES PLAZA DINAMA|E000007504
CONFED GREMIAL COM DETALLISTA|E000007505
CONFED NAC DE SUPLEMENT DE CHILE|E000007506
CONFED NAC SUPLEMENTEROS DE CHILE|E000007506
CONFED NAC FED SIND T TEXTILES|E000007507
CONFED NAC FED SIND T TEXTILES C|E000007508
CONFEDER NAC DE FUNC MUNICIP DE|E000007509
CONFEDERACION NAC TRAB IND PLASTICOS|E000007510
CONFEDERACION NACIONAL CAMPESINA|E000007511
CONFEDERACION NACIONAL DE TRABAJ|E000007512
CONFERENCIA EPISCOPAL DE CHILE|E000007513
CONFERERACION MINERA DE CHILE|E000007514
CONFIGAL ASOCIADOS GESTORES DE NEGOCIOS|E000007516
INMOBILIARIA E INVERSIONES PROYECTO 13 L|E000007516
CONG HNAS PROVIDENCIA DE CHILE|E000007517
CONGR HNAS PROVIDENCIA DE CHILE|E000007517
CONGREG HNAS PROVIDENCIA DE CHILE|E000007517
CONG PROV MERCEDARIA DE CHILE|E000007518
CONGREG PROV MERCEDARIA DE CHILE|E000007518
CONGELADOS DEL SUR S A|E000007519
CONGERG HNAS DE LA PROVI DE CHILE|E000007520
CONGREG HNAS DE LA PROVI DE CHILE|E000007520
CONGREG HNAS DE LA PROVIN DE CHILE|E000007520
CONGREG HNAS DE PROVI DE CHILE|E000007520
CONGR MISIONER DE ACCION PARROQUIAL|E000007521
CONGR MISIONERA ACCION PARROQUIAL|E000007522
CONGR SALESIANA DE CHILE|E000007523
CONGREG DE CLERIGOS REGULARES SA|E000007524
CONGREG HERMANAS PROVIDENCIA CHILE|E000007525
CONGREG P MERCEDARIA DE CHILE|E000007526
CONGREGACION COMPANIA DE MARIA|E000007527
CONGREGACION CRISTIANA EN CHILE|E000007528
CONGREGACION HERMANAS MERCEDARIAS DEL SA|E000007529
INMOBILIARIA E INVERSIONES QUILAT SPA|E000007529
CONGREGACION HNAS PROVIDENCIA CHILE|E000007530
CONGREGACION SALESIANA DE CHILE|E000007531
CONINTER LTDA|E000007532
CONJT COPEVA LTDA|E000007533
CONO SUR CORREDORES DE SEGUROS L|E000007534
CONO SUR CORREDORES DE SEGUROS LIMITADA|E000007535
CONPAX INMOBILIARIA SPA|E000007536
CONS ASE E INVERSIONES AIKON LTD|E000007538
CONS ASES E INV AIKON Y CIA LTDA|E000007539
CONS ASES E INV AIKON Y ICA LTDA|E000007540
CONS DON AMERICO LTDA|E000007541
CONST DON AMERICO LTDA|E000007541
CONS E INMOB LLANQUIHUE LTDA |E000007542
CONST E INMOB LLANQUIHUE|E000007542
CONST E INMOB LLANQUIHUE LTDA|E000007542
CONST E INMOBILIARIA LLANQUIHUE|E000007542
CONS E INMOBILIARIA MAGAL LTDA|E000007543
CONST E INMOB MAGAL LTDA|E000007543
CONST E INMOVILIARIA MAGAL LTDA|E000007543
CONSTRUCTORA E INMOBILIARIA MAGAL LI|E000007543
CONSTRUCTORA E INMOBILIARIA MAGAL LIMIT|E000007543
CONSTRUCTORA E INMOBILIARIA MAGAL LIMITA|E000007543
CONS E INV INTERNISTA GRLES LTDA|E000007544
CONS NAC PROTECCION ANCIANIDAD|E000007546
CONS NAC SEGUROS LTDA|E000007547
CONS NAC SEGUROS VIDA|E000007548
CONS SANTA BEATRIZ S A|E000007549
CONST SANTA BEATRIZ S A|E000007549
CONSEIL, AFRABOGADOS SOCIEDAD DE PROFESI|E000007550
CONSEJ NAC DE PROTEC A LA ANCIANID|E000007551
CONSEJ NAC DE PROTECC A LA ANCIANID|E000007551
INMOBILIARIA E INVERSIONES RICARDO BELLO|E000007551
CONSEJ REG STGO DEL COLEG A SOCIAL|E000007552
CONSEJO GRAL COLEGIO ABOGADOS|E000007553
CONSEJO NACIONAL DE PROTECCION A|E000007554
CONSEJO NACIONAL DE PROTECCION A LA ANCI|E000007555
CONSEJO NACIONAL DE SEGURIDAD|E000007556
CONSEJO NACIONAL DE TELEVISION|E000007557
CONSERVERA FEDERICO WEINSTEIN LTDA|E000007558
CONSIR S A|E000007559
CONSISAN JUAN DE CHENA LTDA|E000007560
CONSMAR SPA|E000007561
CONSORCI NACIONAL DE SEGUROS S|E000007562
CONSORCI NACIONAL DE SEGUROS S A|E000007562
CONSORCIO NAC DE SEGUROS|E000007562
CONSORCIO NAC DE SEGUROS S A|E000007562
CONSORCIO NAC DE SEGUROS SA|E000007562
CONSORCIO NACINAL DE SEGUROS S A|E000007562
CONSORCIO NACIONA DE SEGUROS S A|E000007562
CONSORCIO NACIONAL DE SEDUROS S|E000007562
CONSORCIO NACIONAL DE SEG|E000007562
CONSORCIO NACIONAL DE SEGUDO|E000007562
CONSORCIO NACIONAL DE SEGUIROS S|E000007562
CONSORCIO NACIONAL DE SEGUO|E000007562
CONSORCIO NACIONAL DE SEGURO|E000007562
CONSORCIO NACIONAL DE SEGURO S A|E000007562
CONSORCIO NACIONAL DE SEGUROS|E000007562
CONSORCIO NACIONAL DE SEGUROS S|E000007562
CONSORCIO NACIONAL DE SEGUROS SA|E000007562
CONSORCIO NACIONAL DE SEGURS SA|E000007562
CONSORCIO NACIONAL DEL SEGURO|E000007562
CONSORCIO NACIONAL DEL SEGUROS|E000007562
CONSORCIO NACIONAL DEL SEGUROS S|E000007562
CONSORCIO NACIONAL SE SEGUROS S|E000007562
CONSORICO NACIONAL DE SEGURO|E000007562
CONSORICO NACIONAL DE SEGUROS S|E000007562
CONSORCIO ABA SPA|E000007563
CONSORCIO CASTILLITO I MUNICIPALIDAD|E000007564
CONSORCIO CONSTRUCCIONES KODAMA|E000007565
CONSORCIO CORREDORES DE BOLSA S A|E000007566
CONSORCIO HABITACIONAL DE CHILE S A|E000007567
CONSORCIO HOTELERO EL ROBLE SPA|E000007568
CONSORCIO INM BCE JCE S A|E000007569
CONSORCIO INM BCE JCE SA|E000007569
CONSORCIO INMOB BCE JCE|E000007570
CONSORCIO INMOBILIARIO BCE JCE|E000007570
INMOBILIARIA E INVERSIONES RUDY|E000007570
CONSORCIO INMOB MACUL S A |E000007571
CONSORCIO INMOBILIARIO MACUL S A|E000007571
CONSORCIO INMOBILIARIO MACUL S A |E000007571
CONSORCIO INMOBILIARIO MACUL SA|E000007571
CONSORCIO INMOBILIARIO 2000 SA|E000007572
CONSORCIO MADERERO S A|E000007573
CONSORCIO NAC DE SEGUROS VIDA|E000007574
CONSORCIO NACIONAL DE SEGUROS VIDA|E000007574
CONSORCIO NACIONAL DE SE G|E000007575
CONSORCIO NNACIONAL DE SEGUROS|E000007576
CONST  ACONCAGUA LTDA|E000007577
CONST ACONCAGUA LTDA|E000007577
CONSTR ACONCAGUA LTDA|E000007577
CONST  DANIEL SALINAS Y CIA|E000007578
CONST  DANIEL SALINAS Y CIA  LTDA|E000007578
CONST  DANIEL SALINAS Y CIA  LTDA |E000007578
CONST DANIEL SALINAS Y CIA|E000007578
CONST DANIEL SALINAS Y CIA LTDA|E000007578
CONSTR DANIEL SALINAS Y CIA LTDA|E000007578
CONSTRUCTORA DANIEL SALINAS Y CIA|E000007578
CONSTRUCTORA DANIEL SALINAS Y CIA LTDA|E000007578
CONST  DIEZ LUONGO WEIL Y CIA LTDA |E000007579
EMP CONST DIEZ LUONGO WEIL Y CIA LT|E000007579
CONST  E INMOB  EL PARQUE SA|E000007580
CONST  E INMOB  HERMANOS AMUNATEGUI S A |E000007581
CONST  E INMOB  MANQUEHUE NORTE SAN OLAV|E000007582
CONST  E INMOB  MARCOLETA S A |E000007583
CONST ABSALON ESPINOSA Y CIA LTD|E000007585
CONSTRUCTORA ABSALON ESPINOSA Y CIA LTDA|E000007585
CONST ALBA LTDA|E000007586
CONST ALFAGEME LTDA|E000007587
CONST AMICAR LTDA|E000007589
CONST ARAVENA YARAYA LTDA|E000007590
CONST ARCOTEC DOS LTDA|E000007591
CONST ARCOVEN LTDA|E000007592
CONST ARQUIN LTDA|E000007593
CONSTR ARQUIN LTDA|E000007593
CONST ASTURIAS S A|E000007594
CONST AUGUSTO LEGUIA N S A|E000007595
CONST AUGUSTO LEGUIA N SA|E000007595
CONST AUGUSTO LEGUIA NORTE LTDA|E000007596
CONST AUGUSTO LEGUIA NORTE SA|E000007597
CONST AYA LTDA|E000007599
CONST B Y P LTDA|E000007600
CONST BALDOR LOPEZ Y CIA LTDA|E000007601
CONST BELMAR Y RIBBA LTDA|E000007602
CONSTRUCTORA BELMAR Y RIBBA LIMI|E000007602
CONST BENJAMIN LTDA|E000007603
CONST BERCEP LTDA|E000007604
INMOBILIARIA E INVERSIONES SANTA EDITH S|E000007604
CONST BIO BIO S A|E000007605
INMOBILIARIA E INVERSIONES SANTA VIRGINI|E000007605
CONST BIO BIO Y MAGAL LTDA|E000007606
INMOBILIARIA E INVERSIONES SANTAURSULA L|E000007606
CONST BRONFMAN HNOS LTDA|E000007607
CONSTR BRONFMAN HNOS LTDA|E000007607
CONST BRONFMAN LTDA|E000007608
CONST BRYSAS LTDA|E000007609
CONST CALBUCO LTDA|E000007610
CONST CATEDRAL TEATINOS LTDA|E000007611
CONST CENTROS COMERC CCC S A|E000007612
CONST CERRO LA PARVA|E000007613
CONST COM DEL PACIFICO SUR SA|E000007615
CONSTR COM DEL PACIFICO SUR SA|E000007615
CONST COM LOS EUCALIPTUS LTDA|E000007616
CONST COMUN LAS ALAMEDAS LTDA|E000007617
INMOBILIARIA E INVERSIONES SHI SAN S A |E000007617
CONST COMUNIDAD EL BOSQUE LTDA|E000007618
CONST COMUNIDAD LOS ARRAYANES LTDA|E000007619
CONST COMUNIDAD LOS LLEUQUES LTDA|E000007620
CONST COMUNIDADES DE ALTATIERRA LTD|E000007621
CONST CONYVEN LTDA|E000007622
CONST COPEVA LTDA|E000007623
CONST CORREA Y CHING LTDA|E000007624
CONSTRUCTORA CORREA Y CHING LTDA|E000007624
CONST CURACAUTIN LTDA|E000007625
CONST CURACAVI LTDA|E000007626
INMOBILIARIA E INVERSIONES SOL D|E000007626
CONST D PORTALES LTDA|E000007627
INMOBILIARIA E INVERSIONES SOL L|E000007627
CONST D SALINAS Y CIA LTDA|E000007628
INMOBILIARIA E INVERSIONES SOLMAR SPA|E000007629
CONST DE CENTROS COMERC CCC S A|E000007630
CONST DE CTROS COMERC CCC S A|E000007630
CONSTR  DE CENTROS COMERCIALES CCC S A |E000007630
CONST DE CENTROS COMERCIALES C C|E000007631
CONSTRUCTORA DE CENTROS COMERCIALES C C|E000007631
CONST DE VIV ECON BURSOL SIETE LTDA|E000007632
CONST DEL CAMPO IRARRAZABAL LTDA|E000007633
CONST DEL CAMPO IRARRAZAVAL LTDA|E000007633
CONST DESCUBRIDORES LTDA|E000007634
CONST DFL 2 ACONCAGUA LTDA|E000007635
CONST DFL 2 C Y C LTDA|E000007636
CONST DFL 2 FATIMA LTDA|E000007637
CONST DIEGO DE ALMAGRO LTDA|E000007638
CONST DIEGO PORTALES LTDA|E000007639
CONST DIEGP PORTALES LTDA|E000007639
CONST DUMEZ DE CHILE LTDA|E000007640
CONSTR DUMEZ DE CHILE LTDA|E000007640
CONST E INBOM LOS ANGELES SA|E000007641
CONST E INM CASABLANCA LTDA|E000007642
CONST E INMB CASABLANCA LTDA|E000007642
CONST E INM ELQUI LTDA|E000007643
CONST E INM HELVECIA S A|E000007644
CONST E INM MAGAL S A|E000007645
CONST E INMB MARTIN DE ZAMORA LTDA|E000007646
CONST E INMOB  PARQUE LA DEHESA S A |E000007647
CONST E INMOB A Y B LTDA|E000007648
CONSTRUCTORA E INMOBILIARIA A Y B LTDA|E000007648
CONST E INMOB ARTECH LTDA|E000007649
CONST E INMOB BERSA LAS CONDES S A |E000007650
CONST E INMOB BUCAREST LTDA|E000007651
CONSTRUCTORA E INMOB BUCAREST LTDA|E000007651
CONST E INMOB CASABLANCA|E000007652
CONST E INMOB CASABLANCA LTDA|E000007653
CONST E INMOB CONAL SA|E000007654
CONSTRUCTORA E INMOBILIARIA CONAL S A|E000007654
CONST E INMOB CORDOVA LTDA|E000007655
CONSTRUCTORA E INMOBILIARIA CORDOVA|E000007655
CONSTRUCTORA E INMOBILIARIA CORDOVA LIMI|E000007655
CONST E INMOB DEL PARQUE DOS S A |E000007656
CONST E INMOB DEL PARQUE S A|E000007656
CONST E INMOB EDIFICIO TRES S A|E000007657
CONSTRUCT E INMOB EDIFICIO TRES S A|E000007657
CONST E INMOB EL REMANSO LTDA|E000007658
CONST E INMOB G MOLINA M KENNEDY LT|E000007659
CONST E INMOB HAVAL LTDA|E000007660
CONST E INMOB KINERET LTDA|E000007662
CONST E INMOB LA PARVA LTDA|E000007663
INMOBILIARIA E INVERSIONES TIO JOSE LIMI|E000007663
CONST E INMOB LAS NIPAS S|E000007664
CONST E INMOB LAS NIPAS S A|E000007664
CONST E INMOB LOS ALERCES S A|E000007665
CONST E INMOB LOS ANGELES|E000007666
CONST E INMOBILIARIA LOS ANGELES|E000007666
CONSTRUCTORA E INMOB  LOS ANGELES|E000007666
CONSTRUCTORA E INMOBILIARIA LOS ANGELES|E000007666
INMOBILIARIA E INVERSIONES TOLVE|E000007666
CONST E INMOB LOS ANGELES S A|E000007667
CONST E INMOB LOS ANGELES SA|E000007667
CONST E INMOB LOS ANGELES SOC AN|E000007668
CONST E INMOB MAGAL S A|E000007669
CONST E INMOB MAGAL SA|E000007669
CONST E INMOOBILIARIA MAGAL SA|E000007669
CONSTR  E INMOB  MAGAL S A |E000007669
CONSTR E INMOB MAGAL S A|E000007669
CONSTRUCTORA E INMOB  MAGAL S  A |E000007669
CONSTRUCTORA E INMOB MAGAL SA|E000007669
CONSTRUCTORA E INMOBILIARIA MAGA|E000007669
CONSTRUCTORA E INMOBILIARIA MAGAL SA|E000007669
CONST E INMOB MANQUEHUE DOS LT|E000007670
CONST E INMOB MANQUEHUE DOS LTDA|E000007670
CONSTR E INMOB MANQUEHUE DOS L|E000007670
MANQUEHUE DOS CONST E INMOB LT|E000007670
CONST E INMOB MAR AUSTRAL LTDA|E000007671
CONST E INMOB MOREL KENNEDY LTDA|E000007672
CONST E INMOB PALUNI LTDA|E000007674
CONST E INMOBILIARIA PALUNI LTDA|E000007674
CONSTR E INMOB PALUNI LTDA|E000007674
CONST E INMOB RIO CISNES LTDA|E000007675
CONST E INMOB RIO MANZANARES LTDA|E000007676
CONST E INMOB SAN ANDRES LTDA|E000007677
CONST E INMOB SANCHEZ LTDA|E000007678
CONST E INMOB SANTA LIDIA LTDA|E000007679
CONST E INMOB STA LIDIA LTDA|E000007679
INMOBILIARIA E INVERSIONES UPC C|E000007679
CONST E INMOB SANTA VICTORIA|E000007680
CONST E INMOB SPAARWATER LTDA|E000007681
CONST E INMOB STA BEATRIZ LTDA|E000007682
CONST E INMOB SUDAMERICANA LTDA|E000007683
CONST E INMOB VALLE 1 S A|E000007684
CONST E INMOBIL INELA Y CIA LTDA|E000007685
CONST E INMOBILIARIA ENCOMENDEROS|E000007686
CONST E INMOBILIARIA M PEREIRA S A|E000007687
CONST E INMOBILIARIA S A|E000007688
CONST E INMOBILIARIA SANTIAGO|E000007689
CONST E INVERSIONES ANTON S A|E000007690
CONST EDIF CENTRO PROF LTDA|E000007691
INMOBILIARIA E INVERSIONES VELCO SPA|E000007691
CONST EDIF H DE AGUIRRE 222 LTDA|E000007692
CONST EDIF LA CONCEPCION LTDA|E000007693
CONST EIFFEL LTDA|E000007694
CONST EL ALBA LTDA|E000007695
CONST EL OTONAL S A|E000007696
CONST EL VERGEL LTDA|E000007697
CONST ENERO SBARBARO CIA LTDA|E000007698
CONST EQUUS LTDA|E000007699
CONSTR EQUUS LTDA|E000007699
CONST ESCOR LTDA|E000007700
CONST EST CENTRO CIVICO LTDA|E000007701
INMOBILIARIA E INVERSIONES VIA A|E000007701
CONST ESTORIL LTDA|E000007702
CONST ESTORIL LTDA CASA PARROQUIAL|E000007703
INMOBILIARIA E INVERSIONES VICUNA MACKE|E000007704
CONST FE GRANDE LTDA|E000007705
CONST FE GRANDE LTDA  |E000007705
CONST FERNANDEZ WOOD SA|E000007706
INMOBILIARIA E INVERSIONES VIEGELLO E HI|E000007706
CONST GARCIA POPELAIRE HNOS S A|E000007707
CONST GLAMYS S A|E000007708
CONST GLAMYS SA|E000007708
CONST GUAYACAN LTDA|E000007709
CONST HECTOR ARRANO Y CIA LTDA|E000007710
HECTOR ARRANO Y CIA LTDA|E000007710
CONST HEPNER MUNOZ LTDA|E000007711
SC CONST HEPNER MUNOZ LTDA|E000007711
CONST HEPNER Y MUNOZ LTDA|E000007712
CONSTR HEPNER Y MUNOZ LTDA|E000007712
CONSTR HERNER Y MUNOZ LTDA|E000007712
CONSTRUCTORA HEPNER Y MUNOZ LTDA|E000007712
CONT HEPNER Y MUNOZ LTDA|E000007712
EMP CONST HEPNER Y MUNOZ LTDA|E000007712
CONST ING NEUT LATOUR CIA S A|E000007713
CONST INM E INV HORIZONTE LTDA|E000007714
CONST INMOB ARCORP LTADA|E000007715
CONST INMOBILIARIA ARCORP LTDA|E000007715
CONSTRUCTORA INMOB ARCORP LTDA|E000007715
CONST INMOB CAL Y CANTO LTDA|E000007716
CONST INMOB E INVER KENT S A|E000007717
CONST INMOB G MOLINA MOREL K LTDA|E000007719
CONST INMOB LIOLAEMUS S A|E000007720
CONST INMOB MAGAPOQ S A|E000007721
CONST INMOB POCURO S A|E000007722
CONST INMOBILIARIA SANTA ROSA LTDA|E000007723
CONST J CARRERA SUR LTDA|E000007724
INMOBILIARIA E INVERSIONES Y OPERACIONES|E000007724
CONST JOAQUIN CERDA LTDA|E000007725
CONST KAMEN LTDA|E000007726
CONST LEIVA Y LEDEA LTDA|E000007727
CONSTRUCT LEIVA Y LEDEA LTDA|E000007727
CONST LENCA LTDA|E000007728
CONST LEON WOLF E INMOB|E000007729
CONST LEON WOLF SA E INMOB|E000007731
CONST LEON WOLF SA Y|E000007732
CONST LIMACO LTDA|E000007733
CONST LLANQUIHUE LTDA|E000007735
CONST LLIFEN LTDA|E000007736
CONST LOS BRONCES LTDA|E000007738
INMOBILIARIA E INVERSIONES ZEPOL|E000007738
CONST LOS CORRALES LTDA|E000007739
CONTS LOS CORRALES LTDA|E000007739
CONST LOS DOS ROBLES DFL 2 LTD|E000007740
INMOBILIARIA E INVERSIONES ZHONG MING YA|E000007740
CONST LOS HEROES LTDA|E000007741
CONST LOS NOGALES S A|E000007742
CONST LOS PARQUES DE MAIPU S A|E000007743
CONST LOS PARQUES DE MAIPU SA|E000007743
CONST LOS PARQUES DE PAIPU SA|E000007743
INMOBILIARIA E INVERSIONES ZORROS DE RIT|E000007743
CONST LOS ROBLES DFL2 LTDA|E000007744
CONST MAC LTDA|E000007745
CONST MACUL LTDA|E000007746
CONST MAGAL LTDA|E000007747
CONST MAGANA LTDA|E000007748
CONSTR MAGANA LTDA|E000007748
INMOBILIARIA E INVERSORA VICTOR|E000007748
CONST MALAGA LTDA|E000007749
CONT MALAGA LTDA|E000007749
CONST MANZANARES DFL 2 LTDA|E000007750
CONST MARCELO COULOMB Y CIA LTDA|E000007751
CONST MARCOS SILVA Y CIA LTDA|E000007752
CONST MARGEN LTDA|E000007753
