propietario|rut|prop_tgr_id|match_score|confidence|margin|is_ambiguous|matched_name|second_best_rut|second_best_score
INMOBILIARIA BAHIA TIGRES SA|99528520-7|E000015001|1.0|HIGH|0.2547|false|INMOBILIARIA BAHIA TIGRES S A||0.7453
INMOB BAILEN SA|0-0|E000015002|0.6236|NONE|0.0186|false|||0.605
INMOBILIARIA BAILEN SA|0-0|E000015002|0.6236|NONE|0.0186|false|||0.605
INMOB BALCAMP LIMITADA|0-0|E000015003|0.7274|NONE|0.0449|false|||0.6825
INMOB BALCAMP LTDA|0-0|E000015003|0.7274|NONE|0.0449|false|||0.6825
INMOBILIARIA BALCAMP LIMITADA|0-0|E000015003|0.7274|NONE|0.0449|false|||0.6825
INMOBILIARIA BALCAMP LTDA|0-0|E000015003|0.7274|NONE|0.0449|false|||0.6825
INMOB BANDO LTDA|76947570-2|E000015004|1.0|HIGH|0.3577|false|INMOB BANDO LTDA||0.6423
INMOB BARBOS LTDA|76759720-7|E000015005|1.0|HIGH|0.3168|false|INMOB BARBOS LTDA||0.6832
INMOB BARNACHILE SA|76956410-1|E000015006|1.0|HIGH|0.3023|false|INMOB BARNACHILE SA||0.6977
INMOB BARRIO HOLANDA|96918520-2|E000015007|0.9301|HIGH|0.1105|false|INMOBILIARIA BARRIO HOLANDA LIMITADA||0.8196
INMOB BARRIO HOLANDA S A|96916150-8|E000015008|0.8708|MEDIUM|0.0|true|INMOBILIARIA HOLANDA S A|76930010-4|0.8708
INMOBILIARIA BARRIO HOLANDA S A|96916150-8|E000015008|0.8708|MEDIUM|0.0|true|INMOBILIARIA HOLANDA S A|76930010-4|0.8708
SOCIEDAD DE INVERSIONES EDIG S A |77110447-9|E000015008|1.0|HIGH|0.4555|false|SOCIEDAD DE INVERSIONES EDIG S.A.||0.5445
INMOB BARRIO PARQUE DOS S A|76048088-6|E000015009|0.8104|LOW|0.0057|true|INMOBILIARIA BARRIO EL PARQUE S.A.|76000116-3|0.8046
INMOBILIARIA BARRIO PARQUE DOS S|76048088-6|E000015009|0.8104|LOW|0.0057|true|INMOBILIARIA BARRIO EL PARQUE S.A.|76000116-3|0.8046
INMOB BARRIO UNIVERSITARIO SA|0-0|E000015010|0.762|NONE|0.0235|false|||0.7385
INMOB BECOPA LTDA|79825170-8|E000015011|1.0|HIGH|0.3937|false|INMOBILIARIA BECOPA LIMITADA||0.6063
INMOBILIARIA BECOPA LIMITADA|79825170-8|E000015011|1.0|HIGH|0.3937|false|INMOBILIARIA BECOPA LIMITADA||0.6063
INMOBILIARIA BECOPA LTDA|79825170-8|E000015011|1.0|HIGH|0.3937|false|INMOBILIARIA BECOPA LIMITADA||0.6063
INMOB BEG LTDA|78326250-9|E000015012|1.0|HIGH|0.3644|false|INMOBILIARIA BEG LIMITADA||0.6356
INMOBILIARIA BEG LIMITADA|78326250-9|E000015012|1.0|HIGH|0.3644|false|INMOBILIARIA BEG LIMITADA||0.6356
INMOB BELLAVISTA S A|96983230-5|E000015013|1.0|MEDIUM|0.0|true|INMOBILIARIA BELLAVISTA S A|99571540-6|1.0
INMOBILIARIA BELLAVISTA S A|96983230-5|E000015013|1.0|MEDIUM|0.0|true|INMOBILIARIA BELLAVISTA S A|99571540-6|1.0
INMOBILIARIA BELLAVISTA SA|96983230-5|E000015013|1.0|MEDIUM|0.0|true|INMOBILIARIA BELLAVISTA S A|99571540-6|1.0
INMOB BELLET|76604783-1|E000015014|0.8549|MEDIUM|0.0911|false|INMOBILIARIA BELLET SPA||0.7638
SOCIEDAD DE INVERSIONES EL OLIVA|76555110-2|E000015015|0.7942|NONE|0.0|true|SOCIEDAD DE INVERSIONES EL OLIVO LIMITADA|76328826-9|0.7942
INMOB BELLET LTDA|0-0|E000015015|0.7385|NONE|0.0149|false|||0.7235
INMOB BELLOCENTRO S A|96781310-9|E000015016|1.0|HIGH|0.2916|false|INMOBILIARIA BELLOCENTRO S A||0.7084
INMOB BELLOCENTRO SA|96781310-9|E000015016|1.0|HIGH|0.2916|false|INMOBILIARIA BELLOCENTRO S A||0.7084
INMOBILIARIA BELLOCENTRO S A|96781310-9|E000015016|1.0|HIGH|0.2916|false|INMOBILIARIA BELLOCENTRO S A||0.7084
INMOBILIARIA BELLOCENTRO SA|96781310-9|E000015016|1.0|HIGH|0.2916|false|INMOBILIARIA BELLOCENTRO S A||0.7084
INMOB BELLOLIO S A|96719420-4|E000015017|1.0|HIGH|0.2974|false|INMOBILIARIA BELLOLIO S.A.||0.7026
INMOBILIARIA BELLOLIO S A |96719420-4|E000015017|1.0|HIGH|0.2974|false|INMOBILIARIA BELLOLIO S.A.||0.7026
INMOBILIARIA BELLOLIO SA|96719420-4|E000015017|1.0|HIGH|0.2974|false|INMOBILIARIA BELLOLIO S.A.||0.7026
INMOB BENANTO S A|0-0|E000015018|0.7123|NONE|0.0293|false|||0.683
INMOB BENEDICTOS DOS LTDA|76058874-1|E000015019|0.8514|MEDIUM|0.0|true|INMOBILIARIA DOS LIMITADA|76699325-7|0.8514
INMOB BERGEN|96629980-0|E000015020|0.8645|MEDIUM|0.0931|false|INMOBILIARIA BERGEN S A||0.7715
INMOB BERGEN LTDA|76211000-8|E000015021|0.8814|MEDIUM|0.2212|false|INMOBILIARIA ARMAS BERGEN LIMITADA||0.6602
INMOB BERTIN F WOOD Y CIA LTDA|76106966-7|E000015022|0.8648|MEDIUM|0.1542|false|INMOBILIARIA BERTIN & COMPANIA LIMITADA||0.7106
INMOB BERTIN FERNANDEZ WOOD|0-0|E000015023|0.7471|NONE|0.0195|false|||0.7275
INMOB BETON LTDA|0-0|E000015024|0.7318|NONE|0.0625|false|||0.6693
INMOB BFP S A|0-0|E000015025|0.4042|NONE|0.0234|false|||0.3807
INMOBILIARIA BFP S A|0-0|E000015025|0.4042|NONE|0.0234|false|||0.3807
INMOB BIO MAG S A|0-0|E000015026|0.7471|NONE|0.0177|false|||0.7294
INMOB BIO MAG SA|0-0|E000015026|0.7471|NONE|0.0177|false|||0.7294
INMOBILIARIA BIO MAG S A|0-0|E000015026|0.7471|NONE|0.0177|false|||0.7294
INMOBILIARIA BIO MAG S A |0-0|E000015026|0.7471|NONE|0.0177|false|||0.7294
INMOBILIARIA BIO MAG S.A.|0-0|E000015026|0.7471|NONE|0.0177|false|||0.7294
INMOB BIOMAG S A|0-0|E000015027|0.6561|NONE|0.0368|false|||0.6193
INMOB BIOMAG SA|0-0|E000015027|0.6561|NONE|0.0368|false|||0.6193
INMOB BIOMAG SA Y SOC INV COMU|0-0|E000015028|0.6758|NONE|0.0869|false|||0.5889
INMOB BLANCO VIEL LTDA|78606850-9|E000015029|1.0|HIGH|0.3439|false|INMOBILIARIA BLANCO VIEL LTDA||0.6561
INMOBILIARIA BLANCO VIEL LTDA|78606850-9|E000015029|1.0|HIGH|0.3439|false|INMOBILIARIA BLANCO VIEL LTDA||0.6561
SOCIEDAD DE INVERSIONES FAMILIAR|76878639-9|E000015030|0.7974|NONE|0.0243|true|EMITRIMA SOCIEDAD DE INVERSIONES FAMILIAR SPA|77297603-8|0.7731
INMOB BOSQUES DE VICUNA SA|0-0|E000015030|0.7498|NONE|0.019|false|||0.7308
INMOB BOSQUES DEL NUEVO EXTREMO SA|0-0|E000015031|0.7197|NONE|0.0404|false|||0.6793
INMOB BOSQUES DEL NVO EXTREMO SA|0-0|E000015032|0.6814|NONE|0.0|false|||0.6814
INMOB BOULEVARD LTDA|76117880-6|E000015033|0.9154|MEDIUM|0.0171|true|INMOBILIARIA BOULEVARD LYON LIMITADA|76253318-9|0.8984
INMOB BOULEVARD LYON LTDA|76117880-6|E000015034|1.0|HIGH|0.2293|false|INMOBILIARIA BOULEVARD LYON LIMITADA||0.7707
INMOB BOULEVARD SANTIAGO LTDA|76253318-9|E000015035|1.0|HIGH|0.2405|false|INMOBILIARIA BOULEVARD SANTIAGO LIMITADA||0.7595
INMOBILIARIA BOULEVARD SANTIAGO LIMITADA|76253318-9|E000015035|1.0|HIGH|0.2405|false|INMOBILIARIA BOULEVARD SANTIAGO LIMITADA||0.7595
INMOB BOYACA S A|96680320-7|E000015036|1.0|HIGH|0.3019|false|INMOBILIARIA BOYACA S.A||0.6981
INMOB BPF S A|0-0|E000015037|0.4723|NONE|0.0462|false|||0.426
INMOBILIARIA B P F S A|0-0|E000015037|0.4723|NONE|0.0462|false|||0.426
INMOBILIARIA BPF S A|0-0|E000015037|0.4723|NONE|0.0462|false|||0.426
INMOBILIARIA BPF SA|0-0|E000015037|0.4723|NONE|0.0462|false|||0.426
SOCIEDAD DE INVERSIONES GALVEZ DIAZ LIMI|76150546-7|E000015037|0.7966|NONE|0.0447|true|INVERSIONES DIAZ SOCIEDAD LIMITADA|76330425-6|0.7519
INMOB BRAIN CHILE S A|0-0|E000015038|0.682|NONE|0.0391|false|||0.643
INMOB BRAMAN CIA LTDA|0-0|E000015039|0.6678|NONE|0.037|false|||0.6308
INMOBILIARIA BRAMAN COMPANIA LIM|0-0|E000015039|0.6678|NONE|0.037|false|||0.6308
INMOBILIARIA BRAMAN COMPANIA LIMITADA|0-0|E000015039|0.6678|NONE|0.037|false|||0.6308
INMOBILIARIA BRAMAN COMPANIA LTDA|0-0|E000015039|0.6678|NONE|0.037|false|||0.6308
INMOB BREAKERS LTDA|0-0|E000015040|0.6709|NONE|0.0204|false|||0.6505
INMOBILIARIA BREAKERS LTDA|0-0|E000015040|0.6709|NONE|0.0204|false|||0.6505
INMOBILIARIA BREAKERS LTDA |0-0|E000015040|0.6709|NONE|0.0204|false|||0.6505
INMOB BREAKEVEN LTDA|0-0|E000015041|0.6633|NONE|0.0073|false|||0.656
INMOB BRIG DE LA CRUZ S A |96600980-2|E000015042|0.8315|LOW|0.0|true|INMOBILIARIA LA CRUZ SA|76895030-K|0.8315
INMOB BRIMAC CUATRO LTDA|76778280-2|E000015043|1.0|HIGH|0.2203|false|INMOB BRIMAC CUATRO LTDA||0.7797
INMOB BRIMAC TRES LTDA|76430383-0|E000015044|0.8763|MEDIUM|0.0|true|INMOBILIARIA TRES LIMITADA|76243725-2|0.8763
INMOB BROTEC ICAFAL LTDA|0-0|E000015045|0.7407|NONE|0.0382|false|||0.7025
INMOB BROTEC ICAFAL LTDA |0-0|E000015045|0.7407|NONE|0.0382|false|||0.7025
INMOB BROTEC INCAFAL LTDA|0-0|E000015045|0.7407|NONE|0.0382|false|||0.7025
INMOBILIARIA BROTEC ICAFAL LIMITADA|0-0|E000015045|0.7407|NONE|0.0382|false|||0.7025
INMOBILIARIA BROTEC ICAFAL LTDA|0-0|E000015045|0.7407|NONE|0.0382|false|||0.7025
INMOBILIARIA BROTEC ICAFAL LTDA |0-0|E000015045|0.7407|NONE|0.0382|false|||0.7025
INMOB BRT S A|0-0|E000015046|0.597|NONE|0.015|false|||0.582
INMOB BRT SA|0-0|E000015046|0.597|NONE|0.015|false|||0.582
INMOB BUENAVISTA SA|76947800-0|E000015047|1.0|HIGH|0.2243|false|INMOB BUENAVISTA SA||0.7757
INMOB BUREO S A|83164900-3|E000015048|1.0|HIGH|0.2555|false|INMOBILIARIA BUREO SA||0.7445
INMOBILIARIA BUREO S A|83164900-3|E000015048|1.0|HIGH|0.2555|false|INMOBILIARIA BUREO SA||0.7445
INMOBILIARIA BUREO SA|83164900-3|E000015048|1.0|HIGH|0.2555|false|INMOBILIARIA BUREO SA||0.7445
INMOB BURSOL ONCE LTDA|0-0|E000015049|0.7045|NONE|0.0506|false|||0.6539
INMOBILIARIA BURSOL ONCE LTDA|0-0|E000015049|0.7045|NONE|0.0506|false|||0.6539
SOCIEDAD DE INVERSIONES HAND S A|76039196-4|E000015050|0.7962|NONE|0.2411|false|SOCIEDAD DE INVERSIONES HANDS S.A.||0.5551
SOCIEDAD DE INVERSIONES HAND S A |76039196-4|E000015050|0.7962|NONE|0.2411|false|SOCIEDAD DE INVERSIONES HANDS S.A.||0.5551
INMOB C COLON S A|96992510-9|E000015050|0.8987|MEDIUM|0.176|false|INMOBILIARIA COLON S A||0.7227
INMOB C EDWARDS LTDA|0-0|E000015051|0.6336|NONE|0.0266|false|||0.607
INMOB CALIPSO S A|96562720-0|E000015052|1.0|HIGH|0.3348|false|INMOBILIARIA CALIPSO S A||0.6652
INMOBILIARIA CALIPSO S A|96562720-0|E000015052|1.0|HIGH|0.3348|false|INMOBILIARIA CALIPSO S A||0.6652
INMOB CALLE CALLE LTDA|78900180-4|E000015053|1.0|HIGH|0.0989|false|INMOBILIARIA CALLE CALLE LIMITADA||0.9011
INMOBILIARIA CALLE CALLE LIMITADA|78900180-4|E000015053|1.0|HIGH|0.0989|false|INMOBILIARIA CALLE CALLE LIMITADA||0.9011
INMOBILIARIA CALLE CALLE LTDA|78900180-4|E000015053|1.0|HIGH|0.0989|false|INMOBILIARIA CALLE CALLE LIMITADA||0.9011
INMOB CAMARGO LTDA|79795760-7|E000015054|1.0|HIGH|0.3189|false|INMOBILIARIA CAMARGO LTDA||0.6811
INMOBILIARIA CAMARGO LTDA|79795760-7|E000015054|1.0|HIGH|0.3189|false|INMOBILIARIA CAMARGO LTDA||0.6811
INMOB CAMINO NUEVO LTDA|76032608-9|E000015055|1.0|HIGH|0.176|false|INMOBILIARIA CAMINO NUEVO LIMITADA||0.824
INMOB CAMINO SAN ANTONIO S A|96806890-3|E000015056|1.0|HIGH|0.0962|false|INMOBILIARIA CAMINO SAN ANTONIO S A||0.9038
INMOB CAMINO SAN ANTONIO SA|96806890-3|E000015056|1.0|HIGH|0.0962|false|INMOBILIARIA CAMINO SAN ANTONIO S A||0.9038
SOCIEDAD DE INVERSIONES HIVE GROUP SPA|77047826-K|E000015056|0.7835|NONE|0.0034|true|INVERSIONES HIVE GROUP SPA|77025434-5|0.7801
INMOB CAMPOS S A|99532920-4|E000015057|0.8717|MEDIUM|0.045|true|INMOBILIARIA LOS CAMPOS S A|76411247-4|0.8267
INMOB CANDELARIA SA|96920870-9|E000015058|1.0|HIGH|0.1034|false|INMOBILIARIA CANDELARIA S A||0.8966
INMOBILIARIA CANDELARIA S A|96920870-9|E000015058|1.0|HIGH|0.1034|false|INMOBILIARIA CANDELARIA S A||0.8966
SOCIEDAD DE INVERSIONES INDEX GR|76088032-9|E000015059|0.7974|NONE|0.1848|false|SOCIEDAD DE INVERSIONES INDEX GROUP LIMITADA||0.6126
INMOB CANDIANI LTDA|77665720-4|E000015059|1.0|HIGH|0.2896|false|INMOBILIARIA CANDIANI LIMITADA||0.7104
INMOB CANTAGALLO S A|76388388-4|E000015060|1.0|MEDIUM|0.0|true|INMOBILIARIA CANTAGALLO S.A.|96808900-5|1.0
INMOBILIARIA CANTAGALLO S A|76388388-4|E000015060|1.0|MEDIUM|0.0|true|INMOBILIARIA CANTAGALLO S.A.|96808900-5|1.0
INMOBILIARIA CANTAGALLO S A |76388388-4|E000015060|1.0|MEDIUM|0.0|true|INMOBILIARIA CANTAGALLO S.A.|96808900-5|1.0
INMOB CANTERAS SOC RESPONSABILIDAD LTDA |76249926-6|E000015061|0.8822|MEDIUM|0.0655|false|INMOBILIARIA LAS CANTERAS SOCIEDAD DE RESPONSABILIDAD LIMITADA||0.8167
INMOB CAPITALES UNIDOS LTDA |76126565-2|E000015062|1.0|HIGH|0.3187|false|INMOBILIARIA CAPITALES UNIDOS LIMITADA||0.6813
INMOB CARA SUR LTDA|76102270-9|E000015063|1.0|HIGH|0.1036|false|INMOBILIARIA CARA SUR LIMITADA||0.8964
INMOB CARACAS Y CIA LTDA|77702820-0|E000015064|0.9381|HIGH|0.29|false|INMOBILIARIA CARACAS Y COMPANIA||0.6481
INMOB CARMEL LIMITADA|77677150-3|E000015065|1.0|MEDIUM|0.0|true|INMOBILIARIA CARMEL LIMITADA|96640990-8|1.0
INMOB CARMEL LTDA|77677150-3|E000015065|1.0|MEDIUM|0.0|true|INMOBILIARIA CARMEL LIMITADA|96640990-8|1.0
INMOBILIARIA CAREN LIMITADA|77677150-3|E000015065|1.0|MEDIUM|0.0|true|INMOBILIARIA CARMEL LIMITADA|96640990-8|1.0
INMOBILIARIA CARMEL LIMITADA|77677150-3|E000015065|1.0|MEDIUM|0.0|true|INMOBILIARIA CARMEL LIMITADA|96640990-8|1.0
INMOBILIARIA CARMEL LTDA|77677150-3|E000015065|1.0|MEDIUM|0.0|true|INMOBILIARIA CARMEL LIMITADA|96640990-8|1.0
INMOBILIARIA CARMEL LTDA |77677150-3|E000015065|1.0|MEDIUM|0.0|true|INMOBILIARIA CARMEL LIMITADA|96640990-8|1.0
INMOBILIARIA CARMELL LTDA|77677150-3|E000015065|1.0|MEDIUM|0.0|true|INMOBILIARIA CARMEL LIMITADA|96640990-8|1.0
INMOBILIARIA CARMEN LIMITADA|77677150-3|E000015065|1.0|MEDIUM|0.0|true|INMOBILIARIA CARMEL LIMITADA|96640990-8|1.0
INMOBILIARIA CARMENL LIMITADA|77677150-3|E000015065|1.0|MEDIUM|0.0|true|INMOBILIARIA CARMEL LIMITADA|96640990-8|1.0
INMOB CARMELL S A|76015135-1|E000015066|1.0|MEDIUM|0.0|true|INMOBILIARIA SANTA CARMEN S.A.|76121524-8|1.0
INMOBILIARIA CARMEL S A|76015135-1|E000015066|1.0|MEDIUM|0.0|true|INMOBILIARIA SANTA CARMEN S.A.|76121524-8|1.0
INMOBILIARIA CARMELL S A |76015135-1|E000015066|1.0|MEDIUM|0.0|true|INMOBILIARIA SANTA CARMEN S.A.|76121524-8|1.0
INMOBILIARIA CARMEN S A |76015135-1|E000015066|1.0|MEDIUM|0.0|true|INMOBILIARIA SANTA CARMEN S.A.|76121524-8|1.0
INMOBILIARIA SANTA CARMEN S A |76015135-1|E000015066|1.0|MEDIUM|0.0|true|INMOBILIARIA SANTA CARMEN S.A.|76121524-8|1.0
INMOB CARMEN BLAS SA|76445231-3|E000015067|1.0|HIGH|0.1056|false|INMOB CARMEN BLAS SA||0.8944
INMOB CARRERA TRES SIETE CUATRO LTDA|76099967-9|E000015068|0.804|LOW|0.0|true|INMOBILIARIA CARRERA LIMITADA|76365609-8|0.804
INMOB CARTAGENA DE LAS INDIAS S A|96510900-5|E000015069|1.0|HIGH|0.3895|false|INMOBILIARIA CARTAGENA DE LAS INDIAS S A||0.6105
INMOB CASABLANCA LTDA|78234970-8|E000015070|1.0|HIGH|0.0581|false|INMOBILIARIA CASABLANCA LIMITADA||0.9419
INMOBILIARIA CASABLANCA LTDA|78234970-8|E000015070|1.0|HIGH|0.0581|false|INMOBILIARIA CASABLANCA LIMITADA||0.9419
INMOB CASANEGRA Y CIA LTDA|77300070-0|E000015071|1.0|HIGH|0.2868|false|INMOBILIARIA CASANEGRA Y CIA LIMITADA||0.7132
INMOBILIARIA CASANEGRA Y CIA LIMITADA|77300070-0|E000015071|1.0|HIGH|0.2868|false|INMOBILIARIA CASANEGRA Y CIA LIMITADA||0.7132
INMOB CASAS DE HUECHURABA SA|99531290-5|E000015072|1.0|HIGH|0.0901|false|INMOBILIARIA CASAS DE HUECHURABA S A||0.9099
INMOB CASTELLON S A|96656560-8|E000015073|1.0|MEDIUM|0.0|true|INMOBILIARIA CASTELLON SA|96691370-3|1.0
INMOBILIARIA CASTELLON S A|96656560-8|E000015073|1.0|MEDIUM|0.0|true|INMOBILIARIA CASTELLON SA|96691370-3|1.0
INMOBILIARIA CASTELLON SA|96656560-8|E000015073|1.0|MEDIUM|0.0|true|INMOBILIARIA CASTELLON SA|96691370-3|1.0
INMOB CASTELNOVO S A|0-0|E000015074|0.7249|NONE|0.0|false|||0.7249
INMOBILIARIA CASTELNOVO S A|0-0|E000015074|0.7249|NONE|0.0|false|||0.7249
INMOBILIARIA CASTELNOVO SA|0-0|E000015074|0.7249|NONE|0.0|false|||0.7249
INMOB CAUTIN S A|86884900-2|E000015075|1.0|HIGH|0.2872|false|INMOBILIARIA CAUTIN S A||0.7128
INMOBILIARIA CAUTIN S A|86884900-2|E000015075|1.0|HIGH|0.2872|false|INMOBILIARIA CAUTIN S A||0.7128
INMOBILIARIA CAUTIN SA|86884900-2|E000015075|1.0|HIGH|0.2872|false|INMOBILIARIA CAUTIN S A||0.7128
INMOB CCH LTDA|76836720-5|E000015076|1.0|HIGH|0.1923|false|INMOB CCH LTDA||0.8077
INMOB CELSUS DELTA SA|0-0|E000015077|0.7251|NONE|0.0053|false|||0.7198
INMOB CELTA S A|96623140-8|E000015078|1.0|HIGH|0.2308|false|INMOBILIARIA CELTA SOCIEDAD ANONIMA||0.7692
INMOBILIARIA CELTA SOCIEDAD ANONIMA|96623140-8|E000015078|1.0|HIGH|0.2308|false|INMOBILIARIA CELTA SOCIEDAD ANONIMA||0.7692
INMOB CENIT CUATRO LTDA|76281217-7|E000015079|1.0|HIGH|0.1129|false|INMOBILIARIA CENIT CUATRO LIMITADA||0.8871
INMOB CENIT LA HUASA LTDA|76356425-8|E000015080|1.0|HIGH|0.1377|false|INMOBILIARIA CENIT LA HUASA LIMITADA||0.8623
INMOB CENTRAL EST AGUSTINAS S A|76257965-0|E000015081|0.8317|LOW|0.0|true|INMOBILIARIA CENTRAL S.A.|77528403-K|0.8317
INMOB CENTRO COM LO CASTILLO|0-0|E000015082|0.7564|NONE|0.0015|false|||0.755
INMOB CENTRO COMERC PZA LO CAS|0-0|E000015084|0.7335|NONE|0.0|false|||0.7335
INMOB CENTRO MED EL LLANO LTDA|76078289-0|E000015085|0.8485|LOW|0.0161|true|INMOBILIARIA EL LLANO LIMITADA|79891460-K|0.8324
INMOB CENTRO MEDICO EL LLANO LTDA|76078289-0|E000015085|0.8485|LOW|0.0161|true|INMOBILIARIA EL LLANO LIMITADA|79891460-K|0.8324
INMOB CENTRO MEDICO UC S A|0-0|E000015086|0.7495|NONE|0.0515|false|||0.698
INMOBILIARIA CENTRO MEDICO MC SA|0-0|E000015086|0.7495|NONE|0.0515|false|||0.698
INMOB CENTRO ORIENTE SA|96851150-5|E000015087|0.8885|MEDIUM|0.0|true|INMOBILIARIA ORIENTE S A|76347790-8|0.8885
INMOB CENTRO PROVIDENCIA S A|76920521-7|E000015088|0.8783|MEDIUM|0.0|true|INMOBILIARIA PROVIDENCIA S. A.|76352342-K|0.8783
INMOB CENTRO STA LUCIA SA|0-0|E000015089|0.7634|NONE|0.0|false|||0.7634
INMOB CENTRO VERDE S A|76477070-6|E000015090|1.0|MEDIUM|0.0|true|INMOBILIARIA CERRO VERDE S.A.|96624860-2|1.0
INMOB CERRO VERDE S A|76477070-6|E000015090|1.0|MEDIUM|0.0|true|INMOBILIARIA CERRO VERDE S.A.|96624860-2|1.0
INMOB CENTRORIENTE|0-0|E000015091|0.5644|NONE|0.003|false|||0.5614
INMOBILIARIA CENTRORIENTE|0-0|E000015091|0.5644|NONE|0.003|false|||0.5614
INMOB CENTRORIENTE SA|0-0|E000015092|0.6782|NONE|0.0|false|||0.6782
INMOBILIARIA CENTRORIENTE SA|0-0|E000015092|0.6782|NONE|0.0|false|||0.6782
INMOB CERRO ACONCAGUA LTDA|76040218-4|E000015094|0.8911|MEDIUM|0.1162|false|INMOBILIARIA ACONCAGUA LIMITADA||0.7749
INMOB CERRO AMARILLO|0-0|E000015095|0.7755|NONE|0.0455|false|||0.7299
INMOBILIARIA CERRO AMARILLO|0-0|E000015095|0.7755|NONE|0.0455|false|||0.7299
INMOB CERRO APOQUINDO DOS|76251034-0|E000015096|0.8358|LOW|0.0895|false|INMOBILIARIA APOQUINDO DOS LIMITADA||0.7463
INMOB CERRO CALAN LTDA|76125562-2|E000015098|0.8966|MEDIUM|0.1468|false|INMOBILIARIA CALAN LIMITADA||0.7498
INMOB CERRO CAMPANA LTDA|76437360-K|E000015099|0.9425|HIGH|0.1044|false|INMOBILIARIA CERRO LA CAMPANA LIMITADA||0.8381
INMOB CERRO EL PLOMO LTDA|76683511-2|E000015100|1.0|HIGH|0.111|false|INMOBILIARIA CERRO EL PLOMO LTDA.||0.889
INMOB CERRO EL PLOMO LTDA |76683511-2|E000015100|1.0|HIGH|0.111|false|INMOBILIARIA CERRO EL PLOMO LTDA.||0.889
INMOBILIARIA CERRO EL PLOMO LIMITADA|76683511-2|E000015100|1.0|HIGH|0.111|false|INMOBILIARIA CERRO EL PLOMO LTDA.||0.889
SOCIEDAD DE INVERSIONES LO ARCAY|76382238-9|E000015101|0.7838|NONE|0.0012|true|SOCIEDAD DE INVERSIONES LO ARCAYA SPA|77716478-3|0.7826
INMOB CERRO LAS ARANAS LTDA|78171660-K|E000015102|1.0|HIGH|0.1206|false|INMOBILIARIA CERRO LAS ARANAS LIMITADA||0.8794
INMOB CERRO LAS TORTOLAS LTDA|0-0|E000015103|0.7557|NONE|0.0063|false|||0.7495
INMOB CHARLES HAMILTON LTDA|79738720-7|E000015104|1.0|HIGH|0.1593|false|INMOBILIARIA CHARLES HAMILTON LIMITADA||0.8407
INMOB CHICAUMA S A|0-0|E000015105|0.7441|NONE|0.0637|false|||0.6804
INMOB CHICAUMA SA|0-0|E000015105|0.7441|NONE|0.0637|false|||0.6804
INMOB CHRISTIAN AWME Y COMPANIA|0-0|E000015106|0.6269|NONE|0.006|false|||0.6209
INMOB CHRISTIAN HUME Y CIA LTDA|0-0|E000015107|0.7007|NONE|0.0146|false|||0.6861
INMOB CIDEPA LTDA|78135400-7|E000015108|1.0|HIGH|0.1297|false|INMOBILIARIA CIDEPA LIMITADA||0.8703
INMOBILIARIA CIDEPA LIMITADA|78135400-7|E000015108|1.0|HIGH|0.1297|false|INMOBILIARIA CIDEPA LIMITADA||0.8703
INMOBILIARIA CIDEPA LIMITADA |78135400-7|E000015108|1.0|HIGH|0.1297|false|INMOBILIARIA CIDEPA LIMITADA||0.8703
INMOBILIARIA CIDEPA LTDA|78135400-7|E000015108|1.0|HIGH|0.1297|false|INMOBILIARIA CIDEPA LIMITADA||0.8703
INMOB CINCO REINAS LTDA|0-0|E000015109|0.7756|NONE|0.0|false|||0.7756
INMOB CLUB ECUESTRE INTERNACIONAL|96993680-1|E000015110|0.9226|HIGH|0.1786|false|INMOBILIARIA CLUB ECUESTRE INTERNACIONAL S A||0.744
INMOB COBALTO LTDA|0-0|E000015111|0.7606|NONE|0.07|false|||0.6905
INMOB CODELAR LTDA|0-0|E000015112|0.6021|NONE|0.0532|false|||0.5489
INMOB CODIDESCO LTDA|0-0|E000015113|0.578|NONE|0.0304|false|||0.5476
INMOB COINASA GOLF S A|76520800-9|E000015114|1.0|HIGH|0.2171|false|INMOBILIARIA COINASA GOLF S A||0.7829
INMOB COINSA S A|0-0|E000015115|0.6693|NONE|0.0066|false|||0.6627
INMOB COINSA SA|0-0|E000015115|0.6693|NONE|0.0066|false|||0.6627
INMOBILIARIA COINSA S A|0-0|E000015115|0.6693|NONE|0.0066|false|||0.6627
INMOBILIARIA COINSA SA|0-0|E000015115|0.6693|NONE|0.0066|false|||0.6627
INMOB COLCHAGUA DEL NORTE S A |96637460-8|E000015116|1.0|HIGH|0.1157|false|INMOBILIARIA COLCHAGUA DEL NORTE SA||0.8843
INMOB COLCHAGUA DEL NORTE SA|96637460-8|E000015116|1.0|HIGH|0.1157|false|INMOBILIARIA COLCHAGUA DEL NORTE SA||0.8843
INMOBILIARIA COLCHAGUA DEL NORTE S A|96637460-8|E000015116|1.0|HIGH|0.1157|false|INMOBILIARIA COLCHAGUA DEL NORTE SA||0.8843
INMOBILIARIA COLCHAGUA DEL NORTE SA|96637460-8|E000015116|1.0|HIGH|0.1157|false|INMOBILIARIA COLCHAGUA DEL NORTE SA||0.8843
SOCIEDAD DE INVERSIONES LOS PELL|77991672-3|E000015116|0.79|NONE|0.0419|true|SOCIEDAD DE INVERSIONES PAL PELL LIMITADA|76440200-6|0.7481
INMOB COLON 2001 S A|96961790-0|E000015117|1.0|HIGH|0.1499|false|INMOBILIARIA COLON 2001 S A||0.8501
